2022-06-07 12:42:13,936 [TRAIN] Iteration 0 | loss 1.912047 | accuracy 20.000000
0607 12:42:14 PM [TRAIN] Iteration 17 | loss 1.670419 | accuracy 21.666667
2022-06-07 12:42:14,959 [TRAIN] Iteration 18 | loss 1.665942 | accuracy 22.105264
0607 12:42:14 PM [TRAIN] Iteration 18 | loss 1.665942 | accuracy 22.105264
2022-06-07 12:42:15,015 [TRAIN] Iteration 19 | loss 1.661217 | accuracy 22.500001
0607 12:42:15 PM [TRAIN] Iteration 19 | loss 1.661217 | accuracy 22.500001
2022-06-07 12:42:15,071 [TRAIN] Iteration 20 | loss 1.664110 | accuracy 21.666667
0607 12:42:15 PM [TRAIN] Iteration 20 | loss 1.664110 | accuracy 21.666667
2022-06-07 12:42:15,128 [TRAIN] Iteration 21 | loss 1.662142 | accuracy 22.045455
0607 12:42:15 PM [TRAIN] Iteration 21 | loss 1.662142 | accuracy 22.045455
2022-06-07 12:42:15,183 [TRAIN] Iteration 22 | loss 1.662193 | accuracy 21.739131
0607 12:42:15 PM [TRAIN] Iteration 22 | loss 1.662193 | accuracy 21.739131
2022-06-07 12:42:15,238 [TRAIN] Iteration 23 | loss 1.659985 | accuracy 21.458334
0607 12:42:15 PM [TRAIN] Iteration 23 | loss 1.659985 | accuracy 21.458334
2022-06-07 12:42:15,295 [TRAIN] Iteration 24 | loss 1.659977 | accuracy 21.200001
0607 12:42:15 PM [TRAIN] Iteration 24 | loss 1.659977 | accuracy 21.200001
2022-06-07 12:42:15,353 [TRAIN] Iteration 25 | loss 1.660311 | accuracy 20.576924
0607 12:42:15 PM [TRAIN] Iteration 25 | loss 1.660311 | accuracy 20.576924
2022-06-07 12:42:15,408 [TRAIN] Iteration 26 | loss 1.662213 | accuracy 20.555556
0607 12:42:15 PM [TRAIN] Iteration 26 | loss 1.662213 | accuracy 20.555556
2022-06-07 12:42:15,464 [TRAIN] Iteration 27 | loss 1.664970 | accuracy 20.178572
0607 12:42:15 PM [TRAIN] Iteration 27 | loss 1.664970 | accuracy 20.178572
2022-06-07 12:42:15,524 [TRAIN] Iteration 28 | loss 1.662845 | accuracy 20.862070
0607 12:42:15 PM [TRAIN] Iteration 28 | loss 1.662845 | accuracy 20.862070
2022-06-07 12:42:15,581 [TRAIN] Iteration 29 | loss 1.661614 | accuracy 21.000001
0607 12:42:15 PM [TRAIN] Iteration 29 | loss 1.661614 | accuracy 21.000001
2022-06-07 12:42:15,639 [TRAIN] Iteration 30 | loss 1.660695 | accuracy 20.806452
0607 12:42:15 PM [TRAIN] Iteration 30 | loss 1.660695 | accuracy 20.806452
2022-06-07 12:42:15,696 [TRAIN] Iteration 31 | loss 1.662445 | accuracy 20.625001
0607 12:42:15 PM [TRAIN] Iteration 31 | loss 1.662445 | accuracy 20.625001
2022-06-07 12:42:15,753 [TRAIN] Iteration 32 | loss 1.661724 | accuracy 20.303031
0607 12:42:15 PM [TRAIN] Iteration 32 | loss 1.661724 | accuracy 20.303031
2022-06-07 12:42:15,809 [TRAIN] Iteration 33 | loss 1.658893 | accuracy 20.441177
0607 12:42:15 PM [TRAIN] Iteration 33 | loss 1.658893 | accuracy 20.441177
2022-06-07 12:42:15,866 [TRAIN] Iteration 34 | loss 1.658508 | accuracy 20.285715
0607 12:42:15 PM [TRAIN] Iteration 34 | loss 1.658508 | accuracy 20.285715
2022-06-07 12:42:15,923 [TRAIN] Iteration 35 | loss 1.658484 | accuracy 20.416667
0607 12:42:15 PM [TRAIN] Iteration 35 | loss 1.658484 | accuracy 20.416667
2022-06-07 12:42:15,980 [TRAIN] Iteration 36 | loss 1.658447 | accuracy 20.135136
0607 12:42:15 PM [TRAIN] Iteration 36 | loss 1.658447 | accuracy 20.135136
2022-06-07 12:42:16,037 [TRAIN] Iteration 37 | loss 1.658195 | accuracy 20.000001
0607 12:42:16 PM [TRAIN] Iteration 37 | loss 1.658195 | accuracy 20.000001
2022-06-07 12:42:16,094 [TRAIN] Iteration 38 | loss 1.657002 | accuracy 20.000001
0607 12:42:16 PM [TRAIN] Iteration 38 | loss 1.657002 | accuracy 20.000001
2022-06-07 12:42:16,150 [TRAIN] Iteration 39 | loss 1.654135 | accuracy 20.500001
0607 12:42:16 PM [TRAIN] Iteration 39 | loss 1.654135 | accuracy 20.500001
2022-06-07 12:42:16,208 [TRAIN] Iteration 40 | loss 1.652884 | accuracy 20.975610
0607 12:42:16 PM [TRAIN] Iteration 40 | loss 1.652884 | accuracy 20.975610
2022-06-07 12:42:16,265 [TRAIN] Iteration 41 | loss 1.652544 | accuracy 20.952381
0607 12:42:16 PM [TRAIN] Iteration 41 | loss 1.652544 | accuracy 20.952381
2022-06-07 12:42:16,326 [TRAIN] Iteration 42 | loss 1.652224 | accuracy 20.930233
0607 12:42:16 PM [TRAIN] Iteration 42 | loss 1.652224 | accuracy 20.930233
2022-06-07 12:42:16,382 [TRAIN] Iteration 43 | loss 1.651734 | accuracy 20.795455
0607 12:42:16 PM [TRAIN] Iteration 43 | loss 1.651734 | accuracy 20.795455
2022-06-07 12:42:16,438 [TRAIN] Iteration 44 | loss 1.650716 | accuracy 20.666667
0607 12:42:16 PM [TRAIN] Iteration 44 | loss 1.650716 | accuracy 20.666667
2022-06-07 12:42:16,496 [TRAIN] Iteration 45 | loss 1.650633 | accuracy 20.543479
0607 12:42:16 PM [TRAIN] Iteration 45 | loss 1.650633 | accuracy 20.543479
2022-06-07 12:42:16,555 [TRAIN] Iteration 46 | loss 1.650676 | accuracy 20.531915
0607 12:42:16 PM [TRAIN] Iteration 46 | loss 1.650676 | accuracy 20.531915
2022-06-07 12:42:16,612 [TRAIN] Iteration 47 | loss 1.650299 | accuracy 20.625001
0607 12:42:16 PM [TRAIN] Iteration 47 | loss 1.650299 | accuracy 20.625001
2022-06-07 12:42:16,667 [TRAIN] Iteration 48 | loss 1.650754 | accuracy 20.714286
0607 12:42:16 PM [TRAIN] Iteration 48 | loss 1.650754 | accuracy 20.714286
2022-06-07 12:42:16,725 [TRAIN] Iteration 49 | loss 1.649960 | accuracy 20.900001
0607 12:42:16 PM [TRAIN] Iteration 49 | loss 1.649960 | accuracy 20.900001
2022-06-07 12:42:16,781 [TRAIN] Iteration 50 | loss 1.651039 | accuracy 20.784314
0607 12:42:16 PM [TRAIN] Iteration 50 | loss 1.651039 | accuracy 20.784314
2022-06-07 12:42:16,837 [TRAIN] Iteration 51 | loss 1.649019 | accuracy 20.865385
0607 12:42:16 PM [TRAIN] Iteration 51 | loss 1.649019 | accuracy 20.865385
2022-06-07 12:42:16,895 [TRAIN] Iteration 52 | loss 1.649361 | accuracy 20.660378
0607 12:42:16 PM [TRAIN] Iteration 52 | loss 1.649361 | accuracy 20.660378
2022-06-07 12:42:16,951 [TRAIN] Iteration 53 | loss 1.650436 | accuracy 20.740741
0607 12:42:16 PM [TRAIN] Iteration 53 | loss 1.650436 | accuracy 20.740741
2022-06-07 12:42:17,008 [TRAIN] Iteration 54 | loss 1.649276 | accuracy 20.636364
0607 12:42:17 PM [TRAIN] Iteration 54 | loss 1.649276 | accuracy 20.636364
2022-06-07 12:42:17,064 [TRAIN] Iteration 55 | loss 1.648682 | accuracy 20.535715
0607 12:42:17 PM [TRAIN] Iteration 55 | loss 1.648682 | accuracy 20.535715
2022-06-07 12:42:17,124 [TRAIN] Iteration 56 | loss 1.649893 | accuracy 20.175439
0607 12:42:17 PM [TRAIN] Iteration 56 | loss 1.649893 | accuracy 20.175439
2022-06-07 12:42:17,181 [TRAIN] Iteration 57 | loss 1.648653 | accuracy 20.344828
0607 12:42:17 PM [TRAIN] Iteration 57 | loss 1.648653 | accuracy 20.344828
2022-06-07 12:42:17,236 [TRAIN] Iteration 58 | loss 1.649744 | accuracy 20.169492
0607 12:42:17 PM [TRAIN] Iteration 58 | loss 1.649744 | accuracy 20.169492
2022-06-07 12:42:17,293 [TRAIN] Iteration 59 | loss 1.649597 | accuracy 20.166667
0607 12:42:17 PM [TRAIN] Iteration 59 | loss 1.649597 | accuracy 20.166667
2022-06-07 12:42:17,349 [TRAIN] Iteration 60 | loss 1.651457 | accuracy 20.000000
0607 12:42:17 PM [TRAIN] Iteration 60 | loss 1.651457 | accuracy 20.000000
2022-06-07 12:42:17,406 [TRAIN] Iteration 61 | loss 1.651505 | accuracy 20.000000
0607 12:42:17 PM [TRAIN] Iteration 61 | loss 1.651505 | accuracy 20.000000
2022-06-07 12:42:17,462 [TRAIN] Iteration 62 | loss 1.651876 | accuracy 19.920635
0607 12:42:17 PM [TRAIN] Iteration 62 | loss 1.651876 | accuracy 19.920635
2022-06-07 12:42:17,518 [TRAIN] Iteration 63 | loss 1.651321 | accuracy 19.921875
0607 12:42:17 PM [TRAIN] Iteration 63 | loss 1.651321 | accuracy 19.921875
2022-06-07 12:42:17,574 [TRAIN] Iteration 64 | loss 1.650684 | accuracy 19.923077
0607 12:42:17 PM [TRAIN] Iteration 64 | loss 1.650684 | accuracy 19.923077
2022-06-07 12:42:17,633 [TRAIN] Iteration 65 | loss 1.650229 | accuracy 19.848485
0607 12:42:17 PM [TRAIN] Iteration 65 | loss 1.650229 | accuracy 19.848485
2022-06-07 12:42:17,690 [TRAIN] Iteration 66 | loss 1.649166 | accuracy 19.776120
0607 12:42:17 PM [TRAIN] Iteration 66 | loss 1.649166 | accuracy 19.776120
2022-06-07 12:42:17,746 [TRAIN] Iteration 67 | loss 1.648479 | accuracy 19.705883
0607 12:42:17 PM [TRAIN] Iteration 67 | loss 1.648479 | accuracy 19.705883
2022-06-07 12:42:17,802 [TRAIN] Iteration 68 | loss 1.648355 | accuracy 19.637682
0607 12:42:17 PM [TRAIN] Iteration 68 | loss 1.648355 | accuracy 19.637682
2022-06-07 12:42:17,859 [TRAIN] Iteration 69 | loss 1.648345 | accuracy 19.571429
0607 12:42:17 PM [TRAIN] Iteration 69 | loss 1.648345 | accuracy 19.571429
2022-06-07 12:42:17,917 [TRAIN] Iteration 70 | loss 1.646606 | accuracy 19.788733
0607 12:42:17 PM [TRAIN] Iteration 70 | loss 1.646606 | accuracy 19.788733
2022-06-07 12:42:17,972 [TRAIN] Iteration 71 | loss 1.646330 | accuracy 19.861112
0607 12:42:17 PM [TRAIN] Iteration 71 | loss 1.646330 | accuracy 19.861112
2022-06-07 12:42:18,030 [TRAIN] Iteration 72 | loss 1.644675 | accuracy 20.068494
0607 12:42:18 PM [TRAIN] Iteration 72 | loss 1.644675 | accuracy 20.068494
2022-06-07 12:42:18,085 [TRAIN] Iteration 73 | loss 1.644909 | accuracy 20.067568
0607 12:42:18 PM [TRAIN] Iteration 73 | loss 1.644909 | accuracy 20.067568
2022-06-07 12:42:18,141 [TRAIN] Iteration 74 | loss 1.643884 | accuracy 20.133334
0607 12:42:18 PM [TRAIN] Iteration 74 | loss 1.643884 | accuracy 20.133334
2022-06-07 12:42:18,197 [TRAIN] Iteration 75 | loss 1.644190 | accuracy 20.328948
0607 12:42:18 PM [TRAIN] Iteration 75 | loss 1.644190 | accuracy 20.328948
2022-06-07 12:42:18,252 [TRAIN] Iteration 76 | loss 1.643475 | accuracy 20.389611
0607 12:42:18 PM [TRAIN] Iteration 76 | loss 1.643475 | accuracy 20.389611
2022-06-07 12:42:18,309 [TRAIN] Iteration 77 | loss 1.642292 | accuracy 20.384616
0607 12:42:18 PM [TRAIN] Iteration 77 | loss 1.642292 | accuracy 20.384616
2022-06-07 12:42:18,366 [TRAIN] Iteration 78 | loss 1.642635 | accuracy 20.253165
0607 12:42:18 PM [TRAIN] Iteration 78 | loss 1.642635 | accuracy 20.253165
2022-06-07 12:42:18,421 [TRAIN] Iteration 79 | loss 1.643207 | accuracy 20.125000
0607 12:42:18 PM [TRAIN] Iteration 79 | loss 1.643207 | accuracy 20.125000
2022-06-07 12:42:18,476 [TRAIN] Iteration 80 | loss 1.643637 | accuracy 20.185186
0607 12:42:18 PM [TRAIN] Iteration 80 | loss 1.643637 | accuracy 20.185186
2022-06-07 12:42:18,532 [TRAIN] Iteration 81 | loss 1.643351 | accuracy 20.304879
0607 12:42:18 PM [TRAIN] Iteration 81 | loss 1.643351 | accuracy 20.304879
2022-06-07 12:42:18,589 [TRAIN] Iteration 82 | loss 1.641842 | accuracy 20.481928
0607 12:42:18 PM [TRAIN] Iteration 82 | loss 1.641842 | accuracy 20.481928
2022-06-07 12:42:18,646 [TRAIN] Iteration 83 | loss 1.641669 | accuracy 20.416667
0607 12:42:18 PM [TRAIN] Iteration 83 | loss 1.641669 | accuracy 20.416667
2022-06-07 12:42:18,701 [TRAIN] Iteration 84 | loss 1.640923 | accuracy 20.647059
0607 12:42:18 PM [TRAIN] Iteration 84 | loss 1.640923 | accuracy 20.647059
2022-06-07 12:42:18,757 [TRAIN] Iteration 85 | loss 1.639712 | accuracy 20.581396
0607 12:42:18 PM [TRAIN] Iteration 85 | loss 1.639712 | accuracy 20.581396
2022-06-07 12:42:18,812 [TRAIN] Iteration 86 | loss 1.639880 | accuracy 20.517242
0607 12:42:18 PM [TRAIN] Iteration 86 | loss 1.639880 | accuracy 20.517242
2022-06-07 12:42:18,868 [TRAIN] Iteration 87 | loss 1.639603 | accuracy 20.568182
0607 12:42:18 PM [TRAIN] Iteration 87 | loss 1.639603 | accuracy 20.568182
2022-06-07 12:42:18,925 [TRAIN] Iteration 88 | loss 1.639734 | accuracy 20.561798
0607 12:42:18 PM [TRAIN] Iteration 88 | loss 1.639734 | accuracy 20.561798
2022-06-07 12:42:18,979 [TRAIN] Iteration 89 | loss 1.640650 | accuracy 20.444445
0607 12:42:18 PM [TRAIN] Iteration 89 | loss 1.640650 | accuracy 20.444445
2022-06-07 12:42:19,037 [TRAIN] Iteration 90 | loss 1.639917 | accuracy 20.604396
0607 12:42:19 PM [TRAIN] Iteration 90 | loss 1.639917 | accuracy 20.604396
2022-06-07 12:42:19,094 [TRAIN] Iteration 91 | loss 1.639807 | accuracy 20.760870
0607 12:42:19 PM [TRAIN] Iteration 91 | loss 1.639807 | accuracy 20.760870
2022-06-07 12:42:19,151 [TRAIN] Iteration 92 | loss 1.640593 | accuracy 20.752689
0607 12:42:19 PM [TRAIN] Iteration 92 | loss 1.640593 | accuracy 20.752689
2022-06-07 12:42:19,219 [TRAIN] Iteration 93 | loss 1.640618 | accuracy 20.638298
0607 12:42:19 PM [TRAIN] Iteration 93 | loss 1.640618 | accuracy 20.638298
2022-06-07 12:42:19,273 [TRAIN] Iteration 94 | loss 1.640718 | accuracy 20.684211
0607 12:42:19 PM [TRAIN] Iteration 94 | loss 1.640718 | accuracy 20.684211
2022-06-07 12:42:19,329 [TRAIN] Iteration 95 | loss 1.639608 | accuracy 20.781250
0607 12:42:19 PM [TRAIN] Iteration 95 | loss 1.639608 | accuracy 20.781250
2022-06-07 12:42:19,384 [TRAIN] Iteration 96 | loss 1.638964 | accuracy 20.824743
0607 12:42:19 PM [TRAIN] Iteration 96 | loss 1.638964 | accuracy 20.824743
2022-06-07 12:42:19,440 [TRAIN] Iteration 97 | loss 1.638441 | accuracy 20.867347
0607 12:42:19 PM [TRAIN] Iteration 97 | loss 1.638441 | accuracy 20.867347
2022-06-07 12:42:19,495 [TRAIN] Iteration 98 | loss 1.638444 | accuracy 20.858586
0607 12:42:19 PM [TRAIN] Iteration 98 | loss 1.638444 | accuracy 20.858586
2022-06-07 12:42:19,551 [TRAIN] Iteration 99 | loss 1.638440 | accuracy 20.900000
0607 12:42:19 PM [TRAIN] Iteration 99 | loss 1.638440 | accuracy 20.900000
2022-06-07 12:42:19,606 [TRAIN] Iteration 100 | loss 1.639720 | accuracy 20.891090
0607 12:42:19 PM [TRAIN] Iteration 100 | loss 1.639720 | accuracy 20.891090
2022-06-07 12:42:19,662 [TRAIN] Iteration 101 | loss 1.639245 | accuracy 20.931373
0607 12:42:19 PM [TRAIN] Iteration 101 | loss 1.639245 | accuracy 20.931373
2022-06-07 12:42:19,718 [TRAIN] Iteration 102 | loss 1.639633 | accuracy 20.970874
0607 12:42:19 PM [TRAIN] Iteration 102 | loss 1.639633 | accuracy 20.970874
2022-06-07 12:42:19,774 [TRAIN] Iteration 103 | loss 1.639770 | accuracy 20.913462
0607 12:42:19 PM [TRAIN] Iteration 103 | loss 1.639770 | accuracy 20.913462
2022-06-07 12:42:19,829 [TRAIN] Iteration 104 | loss 1.639633 | accuracy 20.809524
0607 12:42:19 PM [TRAIN] Iteration 104 | loss 1.639633 | accuracy 20.809524
2022-06-07 12:42:19,884 [TRAIN] Iteration 105 | loss 1.638662 | accuracy 20.849057
0607 12:42:19 PM [TRAIN] Iteration 105 | loss 1.638662 | accuracy 20.849057
2022-06-07 12:42:19,940 [TRAIN] Iteration 106 | loss 1.638672 | accuracy 20.887851
0607 12:42:19 PM [TRAIN] Iteration 106 | loss 1.638672 | accuracy 20.887851
2022-06-07 12:42:19,996 [TRAIN] Iteration 107 | loss 1.638149 | accuracy 21.018519
0607 12:42:19 PM [TRAIN] Iteration 107 | loss 1.638149 | accuracy 21.018519
2022-06-07 12:42:20,052 [TRAIN] Iteration 108 | loss 1.637990 | accuracy 21.009175
0607 12:42:20 PM [TRAIN] Iteration 108 | loss 1.637990 | accuracy 21.009175
2022-06-07 12:42:20,110 [TRAIN] Iteration 109 | loss 1.638000 | accuracy 21.090910
0607 12:42:20 PM [TRAIN] Iteration 109 | loss 1.638000 | accuracy 21.090910
2022-06-07 12:42:20,165 [TRAIN] Iteration 110 | loss 1.637581 | accuracy 21.036036
0607 12:42:20 PM [TRAIN] Iteration 110 | loss 1.637581 | accuracy 21.036036
2022-06-07 12:42:20,221 [TRAIN] Iteration 111 | loss 1.637531 | accuracy 20.937500
0607 12:42:20 PM [TRAIN] Iteration 111 | loss 1.637531 | accuracy 20.937500
2022-06-07 12:42:20,277 [TRAIN] Iteration 112 | loss 1.637468 | accuracy 20.884956
0607 12:42:20 PM [TRAIN] Iteration 112 | loss 1.637468 | accuracy 20.884956
2022-06-07 12:42:20,333 [TRAIN] Iteration 113 | loss 1.637061 | accuracy 20.833334
0607 12:42:20 PM [TRAIN] Iteration 113 | loss 1.637061 | accuracy 20.833334
2022-06-07 12:42:20,389 [TRAIN] Iteration 114 | loss 1.637694 | accuracy 20.869566
0607 12:42:20 PM [TRAIN] Iteration 114 | loss 1.637694 | accuracy 20.869566
2022-06-07 12:42:20,446 [TRAIN] Iteration 115 | loss 1.637398 | accuracy 20.905173
0607 12:42:20 PM [TRAIN] Iteration 115 | loss 1.637398 | accuracy 20.905173
2022-06-07 12:42:20,502 [TRAIN] Iteration 116 | loss 1.637648 | accuracy 20.854701
0607 12:42:20 PM [TRAIN] Iteration 116 | loss 1.637648 | accuracy 20.854701
2022-06-07 12:42:20,558 [TRAIN] Iteration 117 | loss 1.637708 | accuracy 20.847458
0607 12:42:20 PM [TRAIN] Iteration 117 | loss 1.637708 | accuracy 20.847458
2022-06-07 12:42:20,613 [TRAIN] Iteration 118 | loss 1.638286 | accuracy 20.798320
0607 12:42:20 PM [TRAIN] Iteration 118 | loss 1.638286 | accuracy 20.798320
2022-06-07 12:42:20,670 [TRAIN] Iteration 119 | loss 1.637936 | accuracy 20.875000
0607 12:42:20 PM [TRAIN] Iteration 119 | loss 1.637936 | accuracy 20.875000
2022-06-07 12:42:20,726 [TRAIN] Iteration 120 | loss 1.637674 | accuracy 20.991736
0607 12:42:20 PM [TRAIN] Iteration 120 | loss 1.637674 | accuracy 20.991736
2022-06-07 12:42:20,783 [TRAIN] Iteration 121 | loss 1.638746 | accuracy 20.901640
0607 12:42:20 PM [TRAIN] Iteration 121 | loss 1.638746 | accuracy 20.901640
2022-06-07 12:42:20,841 [TRAIN] Iteration 122 | loss 1.638876 | accuracy 20.894309
0607 12:42:20 PM [TRAIN] Iteration 122 | loss 1.638876 | accuracy 20.894309
2022-06-07 12:42:20,896 [TRAIN] Iteration 123 | loss 1.638130 | accuracy 21.008065
0607 12:42:20 PM [TRAIN] Iteration 123 | loss 1.638130 | accuracy 21.008065
2022-06-07 12:42:20,951 [TRAIN] Iteration 124 | loss 1.638455 | accuracy 20.920000
0607 12:42:20 PM [TRAIN] Iteration 124 | loss 1.638455 | accuracy 20.920000
2022-06-07 12:42:21,008 [TRAIN] Iteration 125 | loss 1.638065 | accuracy 20.873016
0607 12:42:21 PM [TRAIN] Iteration 125 | loss 1.638065 | accuracy 20.873016
2022-06-07 12:42:21,063 [TRAIN] Iteration 126 | loss 1.638393 | accuracy 20.826772
0607 12:42:21 PM [TRAIN] Iteration 126 | loss 1.638393 | accuracy 20.826772
2022-06-07 12:42:21,119 [TRAIN] Iteration 127 | loss 1.638360 | accuracy 20.898438
0607 12:42:21 PM [TRAIN] Iteration 127 | loss 1.638360 | accuracy 20.898438
2022-06-07 12:42:21,178 [TRAIN] Iteration 128 | loss 1.638003 | accuracy 20.930233
0607 12:42:21 PM [TRAIN] Iteration 128 | loss 1.638003 | accuracy 20.930233
2022-06-07 12:42:21,237 [TRAIN] Iteration 129 | loss 1.638353 | accuracy 20.923077
0607 12:42:21 PM [TRAIN] Iteration 129 | loss 1.638353 | accuracy 20.923077
2022-06-07 12:42:21,294 [TRAIN] Iteration 130 | loss 1.638245 | accuracy 20.954199
0607 12:42:21 PM [TRAIN] Iteration 130 | loss 1.638245 | accuracy 20.954199
2022-06-07 12:42:21,350 [TRAIN] Iteration 131 | loss 1.638365 | accuracy 20.871213
0607 12:42:21 PM [TRAIN] Iteration 131 | loss 1.638365 | accuracy 20.871213
2022-06-07 12:42:21,408 [TRAIN] Iteration 132 | loss 1.638380 | accuracy 20.751880
0607 12:42:21 PM [TRAIN] Iteration 132 | loss 1.638380 | accuracy 20.751880
2022-06-07 12:42:21,462 [TRAIN] Iteration 133 | loss 1.638787 | accuracy 20.634329
0607 12:42:21 PM [TRAIN] Iteration 133 | loss 1.638787 | accuracy 20.634329
2022-06-07 12:42:21,517 [TRAIN] Iteration 134 | loss 1.638673 | accuracy 20.629630
0607 12:42:21 PM [TRAIN] Iteration 134 | loss 1.638673 | accuracy 20.629630
2022-06-07 12:42:21,571 [TRAIN] Iteration 135 | loss 1.638016 | accuracy 20.661765
0607 12:42:21 PM [TRAIN] Iteration 135 | loss 1.638016 | accuracy 20.661765
2022-06-07 12:42:21,628 [TRAIN] Iteration 136 | loss 1.637873 | accuracy 20.656935
0607 12:42:21 PM [TRAIN] Iteration 136 | loss 1.637873 | accuracy 20.656935
2022-06-07 12:42:21,682 [TRAIN] Iteration 137 | loss 1.637267 | accuracy 20.724638
0607 12:42:21 PM [TRAIN] Iteration 137 | loss 1.637267 | accuracy 20.724638
2022-06-07 12:42:21,737 [TRAIN] Iteration 138 | loss 1.636279 | accuracy 20.863310
0607 12:42:21 PM [TRAIN] Iteration 138 | loss 1.636279 | accuracy 20.863310
2022-06-07 12:42:21,794 [TRAIN] Iteration 139 | loss 1.635862 | accuracy 20.892858
0607 12:42:21 PM [TRAIN] Iteration 139 | loss 1.635862 | accuracy 20.892858
2022-06-07 12:42:21,848 [TRAIN] Iteration 140 | loss 1.635735 | accuracy 20.886525
0607 12:42:21 PM [TRAIN] Iteration 140 | loss 1.635735 | accuracy 20.886525
2022-06-07 12:42:21,905 [TRAIN] Iteration 141 | loss 1.635456 | accuracy 20.950705
0607 12:42:21 PM [TRAIN] Iteration 141 | loss 1.635456 | accuracy 20.950705
2022-06-07 12:42:21,962 [TRAIN] Iteration 142 | loss 1.635366 | accuracy 21.048951
0607 12:42:21 PM [TRAIN] Iteration 142 | loss 1.635366 | accuracy 21.048951
2022-06-07 12:42:22,016 [TRAIN] Iteration 143 | loss 1.634834 | accuracy 21.111112
0607 12:42:22 PM [TRAIN] Iteration 143 | loss 1.634834 | accuracy 21.111112
2022-06-07 12:42:22,070 [TRAIN] Iteration 144 | loss 1.634904 | accuracy 21.103449
0607 12:42:22 PM [TRAIN] Iteration 144 | loss 1.634904 | accuracy 21.103449
2022-06-07 12:42:22,127 [TRAIN] Iteration 145 | loss 1.634772 | accuracy 21.130137
0607 12:42:22 PM [TRAIN] Iteration 145 | loss 1.634772 | accuracy 21.130137
2022-06-07 12:42:22,182 [TRAIN] Iteration 146 | loss 1.634509 | accuracy 21.156463
0607 12:42:22 PM [TRAIN] Iteration 146 | loss 1.634509 | accuracy 21.156463
2022-06-07 12:42:22,238 [TRAIN] Iteration 147 | loss 1.634622 | accuracy 21.114865
0607 12:42:22 PM [TRAIN] Iteration 147 | loss 1.634622 | accuracy 21.114865
