Namespace(K=1, N=5, active_random=0, batch_size=100, batch_size_test=10, cuda=True, dataset='miniImagenet', dataset_root='pretrain', dec_lr=10000, decay_interval=10000, exp_name='minimagenet_N5_S1', iterations=40000, log_interval=20, lr=0.005, metric_network='gnn_iclr_nl', mode='train', momentum=0.5, save_interval=10000, seed=1, test_N_shots=1, test_N_way=5, test_interval=2000, test_samples=10000, train_N_shots=1, train_N_way=5, unlabeled_extra=0)
Batch size: 100
Initiallize new Network Weights for enc_nn
Initiallize new Network Weights for metric_nn
EmbeddingImagenet(
  (conv1): Conv2D(3, 64, kernel_size=[3, 3], padding=1, data_format=NCHW)
  (bn1): BatchNorm2D(num_features=64, momentum=0.9, epsilon=1e-05)
  (conv2): Conv2D(64, 96, kernel_size=[3, 3], data_format=NCHW)
  (bn2): BatchNorm2D(num_features=96, momentum=0.9, epsilon=1e-05)
  (conv3): Conv2D(96, 128, kernel_size=[3, 3], padding=1, data_format=NCHW)
  (bn3): BatchNorm2D(num_features=128, momentum=0.9, epsilon=1e-05)
  (drop_3): Dropout2D(p=0.4, data_format=NCHW)
  (conv4): Conv2D(128, 256, kernel_size=[3, 3], padding=1, data_format=NCHW)
  (bn4): BatchNorm2D(num_features=256, momentum=0.9, epsilon=1e-05)
  (drop_4): Dropout2D(p=0.5, data_format=NCHW)
  (fc1): Linear(in_features=6400, out_features=128, dtype=float32)
  (bn_fc): BatchNorm1D(num_features=128, momentum=0.9, epsilon=1e-05, data_format=NCL)
)
MetricNN(
  (gnn_obj): GNN_nl(
    (layers): LayerDict(
      (layer_w0): Wcompute(
        (conv2d_1): Conv2D(133, 192, kernel_size=[1, 1], data_format=NCHW)
        (bn_1): BatchNorm2D(num_features=192, momentum=0.9, epsilon=1e-05)
        (conv2d_2): Conv2D(192, 192, kernel_size=[1, 1], data_format=NCHW)
        (bn_2): BatchNorm2D(num_features=192, momentum=0.9, epsilon=1e-05)
        (conv2d_3): Conv2D(192, 96, kernel_size=[1, 1], data_format=NCHW)
        (bn_3): BatchNorm2D(num_features=96, momentum=0.9, epsilon=1e-05)
        (conv2d_4): Conv2D(96, 96, kernel_size=[1, 1], data_format=NCHW)
        (bn_4): BatchNorm2D(num_features=96, momentum=0.9, epsilon=1e-05)
        (conv2d_last): Conv2D(96, 1, kernel_size=[1, 1], data_format=NCHW)
      )
      (layer_l0): Gconv(
        (fc): Linear(in_features=266, out_features=48, dtype=float32)
        (bn): BatchNorm1D(num_features=48, momentum=0.9, epsilon=1e-05, data_format=NCL)
      )
      (layer_w1): Wcompute(
        (conv2d_1): Conv2D(181, 192, kernel_size=[1, 1], data_format=NCHW)
        (bn_1): BatchNorm2D(num_features=192, momentum=0.9, epsilon=1e-05)
        (conv2d_2): Conv2D(192, 192, kernel_size=[1, 1], data_format=NCHW)
        (bn_2): BatchNorm2D(num_features=192, momentum=0.9, epsilon=1e-05)
        (conv2d_3): Conv2D(192, 96, kernel_size=[1, 1], data_format=NCHW)
        (bn_3): BatchNorm2D(num_features=96, momentum=0.9, epsilon=1e-05)
        (conv2d_4): Conv2D(96, 96, kernel_size=[1, 1], data_format=NCHW)
        (bn_4): BatchNorm2D(num_features=96, momentum=0.9, epsilon=1e-05)
        (conv2d_last): Conv2D(96, 1, kernel_size=[1, 1], data_format=NCHW)
      )
      (layer_l1): Gconv(
        (fc): Linear(in_features=362, out_features=48, dtype=float32)
        (bn): BatchNorm1D(num_features=48, momentum=0.9, epsilon=1e-05, data_format=NCL)
      )
    )
    (w_comp_last): Wcompute(
      (conv2d_1): Conv2D(229, 192, kernel_size=[1, 1], data_format=NCHW)
      (bn_1): BatchNorm2D(num_features=192, momentum=0.9, epsilon=1e-05)
      (conv2d_2): Conv2D(192, 192, kernel_size=[1, 1], data_format=NCHW)
      (bn_2): BatchNorm2D(num_features=192, momentum=0.9, epsilon=1e-05)
      (conv2d_3): Conv2D(192, 96, kernel_size=[1, 1], data_format=NCHW)
      (bn_3): BatchNorm2D(num_features=96, momentum=0.9, epsilon=1e-05)
      (conv2d_4): Conv2D(96, 96, kernel_size=[1, 1], data_format=NCHW)
      (bn_4): BatchNorm2D(num_features=96, momentum=0.9, epsilon=1e-05)
      (conv2d_last): Conv2D(96, 1, kernel_size=[1, 1], data_format=NCHW)
    )
    (layer_last): Gconv(
      (fc): Linear(in_features=458, out_features=5, dtype=float32)
    )
  )
)
Train Iter: 0	Loss_d_metric: 1.823996
Train Iter: 1780	Loss_d_metric: 1.465215
Train Iter: 1800	Loss_d_metric: 1.458938
Train Iter: 1820	Loss_d_metric: 1.488898
Train Iter: 1840	Loss_d_metric: 1.471049
Train Iter: 1860	Loss_d_metric: 1.485055
Train Iter: 1880	Loss_d_metric: 1.440136
Train Iter: 1900	Loss_d_metric: 1.476834
Train Iter: 1920	Loss_d_metric: 1.457959
Train Iter: 1940	Loss_d_metric: 1.455628
Train Iter: 1960	Loss_d_metric: 1.430156
Train Iter: 1980	Loss_d_metric: 1.457576

**** TESTING WITH val ***
312 correct from 1000 	Accuracy: 31.200%)
650 correct from 2000 	Accuracy: 32.500%)
962 correct from 3000 	Accuracy: 32.067%)
1303 correct from 4000 	Accuracy: 32.575%)
1637 correct from 5000 	Accuracy: 32.740%)
1961 correct from 6000 	Accuracy: 32.683%)
2309 correct from 7000 	Accuracy: 32.986%)
2620 correct from 8000 	Accuracy: 32.750%)
2942 correct from 9000 	Accuracy: 32.689%)
3268 correct from 10000 	Accuracy: 32.680%)
3599 correct from 11000 	Accuracy: 32.718%)
3932 correct from 12000 	Accuracy: 32.767%)
4268 correct from 13000 	Accuracy: 32.831%)
4601 correct from 14000 	Accuracy: 32.864%)
4929 correct from 15000 	Accuracy: 32.860%)
4929 correct from 15000 	Accuracy: 32.860%)
*** TEST FINISHED ***

Best test accuracy 32.8600 

Train Iter: 2000	Loss_d_metric: 1.464482
Train Iter: 2020	Loss_d_metric: 1.484396
Train Iter: 2040	Loss_d_metric: 1.451009
Train Iter: 2060	Loss_d_metric: 1.463067
Train Iter: 2080	Loss_d_metric: 1.433046
Train Iter: 2100	Loss_d_metric: 1.447834
Train Iter: 2120	Loss_d_metric: 1.460858
Train Iter: 2140	Loss_d_metric: 1.441441
Train Iter: 2160	Loss_d_metric: 1.428381
Train Iter: 2180	Loss_d_metric: 1.442865
Train Iter: 2200	Loss_d_metric: 1.437830
Train Iter: 2220	Loss_d_metric: 1.429363
Train Iter: 2240	Loss_d_metric: 1.436613
Train Iter: 2260	Loss_d_metric: 1.444029
Train Iter: 2280	Loss_d_metric: 1.440865
Train Iter: 2300	Loss_d_metric: 1.419787
Train Iter: 2320	Loss_d_metric: 1.432589
Train Iter: 2340	Loss_d_metric: 1.413762
Train Iter: 2360	Loss_d_metric: 1.425480
Train Iter: 2380	Loss_d_metric: 1.409739
Train Iter: 2400	Loss_d_metric: 1.410791
Train Iter: 2420	Loss_d_metric: 1.398061
Train Iter: 2440	Loss_d_metric: 1.425753
Train Iter: 2460	Loss_d_metric: 1.413115
Train Iter: 2480	Loss_d_metric: 1.414746
Train Iter: 2500	Loss_d_metric: 1.414341
Train Iter: 2520	Loss_d_metric: 1.402346
Train Iter: 2540	Loss_d_metric: 1.395988
Train Iter: 2560	Loss_d_metric: 1.418990
Train Iter: 2580	Loss_d_metric: 1.397615
Train Iter: 2600	Loss_d_metric: 1.390428
Train Iter: 2620	Loss_d_metric: 1.390583
Train Iter: 2640	Loss_d_metric: 1.431520
Train Iter: 2660	Loss_d_metric: 1.391664
Train Iter: 2680	Loss_d_metric: 1.417737
Train Iter: 2700	Loss_d_metric: 1.390766
Train Iter: 2720	Loss_d_metric: 1.380462
Train Iter: 2740	Loss_d_metric: 1.368308
Train Iter: 2760	Loss_d_metric: 1.405307
Train Iter: 2780	Loss_d_metric: 1.381000
Train Iter: 2800	Loss_d_metric: 1.379780
Train Iter: 2820	Loss_d_metric: 1.403497
Train Iter: 2840	Loss_d_metric: 1.394157
Train Iter: 2860	Loss_d_metric: 1.392887
Train Iter: 2880	Loss_d_metric: 1.360241
Train Iter: 2900	Loss_d_metric: 1.403846
Train Iter: 2920	Loss_d_metric: 1.367993
Train Iter: 2940	Loss_d_metric: 1.384901
Train Iter: 2960	Loss_d_metric: 1.384757
Train Iter: 2980	Loss_d_metric: 1.370033
Train Iter: 3000	Loss_d_metric: 1.383735
Train Iter: 3020	Loss_d_metric: 1.384185
Train Iter: 3040	Loss_d_metric: 1.390860
Train Iter: 3060	Loss_d_metric: 1.375024
Train Iter: 3080	Loss_d_metric: 1.367469
Train Iter: 3100	Loss_d_metric: 1.392346
Train Iter: 3120	Loss_d_metric: 1.356575
Train Iter: 3140	Loss_d_metric: 1.356943
Train Iter: 3160	Loss_d_metric: 1.349933
Train Iter: 3180	Loss_d_metric: 1.362090
Train Iter: 3200	Loss_d_metric: 1.364172
Train Iter: 3220	Loss_d_metric: 1.354273
Train Iter: 3240	Loss_d_metric: 1.325982
Train Iter: 3260	Loss_d_metric: 1.356933
Train Iter: 3280	Loss_d_metric: 1.345056
Train Iter: 3300	Loss_d_metric: 1.343021
Train Iter: 3320	Loss_d_metric: 1.327596
Train Iter: 3340	Loss_d_metric: 1.309812
Train Iter: 3360	Loss_d_metric: 1.343371
Train Iter: 3380	Loss_d_metric: 1.368917
Train Iter: 3400	Loss_d_metric: 1.331205
Train Iter: 3420	Loss_d_metric: 1.330267
Train Iter: 3440	Loss_d_metric: 1.324961
Train Iter: 3460	Loss_d_metric: 1.330189
Train Iter: 3480	Loss_d_metric: 1.336385
Train Iter: 3500	Loss_d_metric: 1.328726
Train Iter: 3520	Loss_d_metric: 1.327142
Train Iter: 3540	Loss_d_metric: 1.291497
Train Iter: 3560	Loss_d_metric: 1.340233
Train Iter: 3580	Loss_d_metric: 1.330666
Train Iter: 3600	Loss_d_metric: 1.346228
Train Iter: 3620	Loss_d_metric: 1.319775
Train Iter: 3640	Loss_d_metric: 1.344568
Train Iter: 3660	Loss_d_metric: 1.303693
Train Iter: 3680	Loss_d_metric: 1.357778
Train Iter: 3700	Loss_d_metric: 1.335932
Train Iter: 3720	Loss_d_metric: 1.309168
Train Iter: 3740	Loss_d_metric: 1.310473
Train Iter: 3760	Loss_d_metric: 1.328497
Train Iter: 3780	Loss_d_metric: 1.312782
Train Iter: 3800	Loss_d_metric: 1.282433
Train Iter: 3820	Loss_d_metric: 1.317452
Train Iter: 3840	Loss_d_metric: 1.331636
Train Iter: 3860	Loss_d_metric: 1.282300
Train Iter: 3880	Loss_d_metric: 1.311701
Train Iter: 3900	Loss_d_metric: 1.324739
Train Iter: 3920	Loss_d_metric: 1.324811
Train Iter: 3940	Loss_d_metric: 1.269407
Train Iter: 3960	Loss_d_metric: 1.291675
Train Iter: 3980	Loss_d_metric: 1.300662

**** TESTING WITH val ***
418 correct from 1000 	Accuracy: 41.800%)
813 correct from 2000 	Accuracy: 40.650%)
1224 correct from 3000 	Accuracy: 40.800%)
1635 correct from 4000 	Accuracy: 40.875%)
2021 correct from 5000 	Accuracy: 40.420%)
2415 correct from 6000 	Accuracy: 40.250%)
2803 correct from 7000 	Accuracy: 40.043%)
3205 correct from 8000 	Accuracy: 40.062%)
3609 correct from 9000 	Accuracy: 40.100%)
4040 correct from 10000 	Accuracy: 40.400%)
4466 correct from 11000 	Accuracy: 40.600%)
4857 correct from 12000 	Accuracy: 40.475%)
5244 correct from 13000 	Accuracy: 40.338%)
5635 correct from 14000 	Accuracy: 40.250%)
6050 correct from 15000 	Accuracy: 40.333%)
6050 correct from 15000 	Accuracy: 40.333%)
*** TEST FINISHED ***

Best test accuracy 40.3333 

Train Iter: 4000	Loss_d_metric: 1.300480
Train Iter: 4020	Loss_d_metric: 1.308779
Train Iter: 4040	Loss_d_metric: 1.310495
Train Iter: 4060	Loss_d_metric: 1.295048
Train Iter: 4080	Loss_d_metric: 1.282432
Train Iter: 4100	Loss_d_metric: 1.276228
Train Iter: 4120	Loss_d_metric: 1.287120
Train Iter: 4140	Loss_d_metric: 1.270365
Train Iter: 4160	Loss_d_metric: 1.308773
Train Iter: 4180	Loss_d_metric: 1.288358
Train Iter: 4200	Loss_d_metric: 1.301220
Train Iter: 4220	Loss_d_metric: 1.290694
Train Iter: 4240	Loss_d_metric: 1.242974
Train Iter: 4260	Loss_d_metric: 1.287632
Train Iter: 4280	Loss_d_metric: 1.284000
Train Iter: 4300	Loss_d_metric: 1.291861
Train Iter: 4320	Loss_d_metric: 1.300662
Train Iter: 4340	Loss_d_metric: 1.321306
Train Iter: 4360	Loss_d_metric: 1.278043
Train Iter: 4380	Loss_d_metric: 1.276347
Train Iter: 4400	Loss_d_metric: 1.302775
Train Iter: 4420	Loss_d_metric: 1.298658
Train Iter: 4440	Loss_d_metric: 1.284369
Train Iter: 4460	Loss_d_metric: 1.297070
Train Iter: 4480	Loss_d_metric: 1.271112
Train Iter: 4500	Loss_d_metric: 1.280150
Train Iter: 4520	Loss_d_metric: 1.281447
Train Iter: 4540	Loss_d_metric: 1.262126
Train Iter: 4560	Loss_d_metric: 1.316698
Train Iter: 4580	Loss_d_metric: 1.281848
Train Iter: 4600	Loss_d_metric: 1.323933
Train Iter: 4620	Loss_d_metric: 1.253904
Train Iter: 4640	Loss_d_metric: 1.295075
Train Iter: 4660	Loss_d_metric: 1.262085
Train Iter: 4680	Loss_d_metric: 1.253544
Train Iter: 4700	Loss_d_metric: 1.276496
Train Iter: 4720	Loss_d_metric: 1.247795
Train Iter: 4740	Loss_d_metric: 1.267530
Train Iter: 4760	Loss_d_metric: 1.266298
Train Iter: 4780	Loss_d_metric: 1.245663
Train Iter: 4800	Loss_d_metric: 1.262611
Train Iter: 4820	Loss_d_metric: 1.262655
Train Iter: 4840	Loss_d_metric: 1.245710
Train Iter: 4860	Loss_d_metric: 1.253494
Train Iter: 4880	Loss_d_metric: 1.229191
Train Iter: 4900	Loss_d_metric: 1.248911
Train Iter: 4920	Loss_d_metric: 1.262531
Train Iter: 4940	Loss_d_metric: 1.229962
Train Iter: 4960	Loss_d_metric: 1.233970
Train Iter: 4980	Loss_d_metric: 1.237772
Train Iter: 5000	Loss_d_metric: 1.238524
Train Iter: 5020	Loss_d_metric: 1.232676
Train Iter: 5040	Loss_d_metric: 1.210193
Train Iter: 5060	Loss_d_metric: 1.242571
Train Iter: 5080	Loss_d_metric: 1.234581
Train Iter: 5100	Loss_d_metric: 1.222568
Train Iter: 5120	Loss_d_metric: 1.220305
Train Iter: 5140	Loss_d_metric: 1.249089
Train Iter: 5160	Loss_d_metric: 1.214352
Train Iter: 5180	Loss_d_metric: 1.208360
Train Iter: 5200	Loss_d_metric: 1.205266
Train Iter: 5220	Loss_d_metric: 1.240392
Train Iter: 5240	Loss_d_metric: 1.245026
Train Iter: 5260	Loss_d_metric: 1.171980
Train Iter: 5280	Loss_d_metric: 1.215200
Train Iter: 5300	Loss_d_metric: 1.237678
Train Iter: 5320	Loss_d_metric: 1.236851
Train Iter: 5340	Loss_d_metric: 1.218869
Train Iter: 5360	Loss_d_metric: 1.236853
Train Iter: 5380	Loss_d_metric: 1.221180
Train Iter: 5400	Loss_d_metric: 1.235039
Train Iter: 5420	Loss_d_metric: 1.237671
Train Iter: 5440	Loss_d_metric: 1.231353
Train Iter: 5460	Loss_d_metric: 1.222515
Train Iter: 5480	Loss_d_metric: 1.225218
Train Iter: 5500	Loss_d_metric: 1.224377
Train Iter: 5520	Loss_d_metric: 1.239906
Train Iter: 5540	Loss_d_metric: 1.217450
Train Iter: 5560	Loss_d_metric: 1.227441
Train Iter: 5580	Loss_d_metric: 1.183351
Train Iter: 5600	Loss_d_metric: 1.187067
Train Iter: 5620	Loss_d_metric: 1.187973
Train Iter: 5640	Loss_d_metric: 1.202209
Train Iter: 5660	Loss_d_metric: 1.229548
Train Iter: 5680	Loss_d_metric: 1.232332
Train Iter: 5700	Loss_d_metric: 1.203184
Train Iter: 5720	Loss_d_metric: 1.202520
Train Iter: 5740	Loss_d_metric: 1.188744
Train Iter: 5760	Loss_d_metric: 1.217805
Train Iter: 5780	Loss_d_metric: 1.213853
Train Iter: 5800	Loss_d_metric: 1.216073
Train Iter: 5820	Loss_d_metric: 1.221072
Train Iter: 5840	Loss_d_metric: 1.221528
Train Iter: 5860	Loss_d_metric: 1.183537
Train Iter: 5880	Loss_d_metric: 1.189509
Train Iter: 5900	Loss_d_metric: 1.187056
Train Iter: 5920	Loss_d_metric: 1.197477
Train Iter: 5940	Loss_d_metric: 1.182650
Train Iter: 5960	Loss_d_metric: 1.176836
Train Iter: 5980	Loss_d_metric: 1.177283

**** TESTING WITH val ***
419 correct from 1000 	Accuracy: 41.900%)
867 correct from 2000 	Accuracy: 43.350%)
1301 correct from 3000 	Accuracy: 43.367%)
1762 correct from 4000 	Accuracy: 44.050%)
2191 correct from 5000 	Accuracy: 43.820%)
2612 correct from 6000 	Accuracy: 43.533%)
3063 correct from 7000 	Accuracy: 43.757%)
3505 correct from 8000 	Accuracy: 43.812%)
3958 correct from 9000 	Accuracy: 43.978%)
4401 correct from 10000 	Accuracy: 44.010%)
4850 correct from 11000 	Accuracy: 44.091%)
5302 correct from 12000 	Accuracy: 44.183%)
5732 correct from 13000 	Accuracy: 44.092%)
6172 correct from 14000 	Accuracy: 44.086%)
6618 correct from 15000 	Accuracy: 44.120%)
6618 correct from 15000 	Accuracy: 44.120%)
*** TEST FINISHED ***

Best test accuracy 44.1200 

Train Iter: 6000	Loss_d_metric: 1.210488
Train Iter: 6020	Loss_d_metric: 1.176706
Train Iter: 6040	Loss_d_metric: 1.187741
Train Iter: 6060	Loss_d_metric: 1.198278
Train Iter: 6080	Loss_d_metric: 1.191787
Train Iter: 6100	Loss_d_metric: 1.202777
Train Iter: 6120	Loss_d_metric: 1.171863
Train Iter: 6140	Loss_d_metric: 1.179204
Train Iter: 6160	Loss_d_metric: 1.162913
Train Iter: 6180	Loss_d_metric: 1.211571
Train Iter: 6200	Loss_d_metric: 1.213148
Train Iter: 6220	Loss_d_metric: 1.180575
Train Iter: 6240	Loss_d_metric: 1.164887
Train Iter: 6260	Loss_d_metric: 1.170128
Train Iter: 6280	Loss_d_metric: 1.197289
Train Iter: 6300	Loss_d_metric: 1.168254
Train Iter: 6320	Loss_d_metric: 1.144325
Train Iter: 6340	Loss_d_metric: 1.188335
Train Iter: 6360	Loss_d_metric: 1.177464
Train Iter: 6380	Loss_d_metric: 1.208390
Train Iter: 6400	Loss_d_metric: 1.184066
Train Iter: 6420	Loss_d_metric: 1.163956
Train Iter: 6440	Loss_d_metric: 1.163599
Train Iter: 6460	Loss_d_metric: 1.165753
Train Iter: 6480	Loss_d_metric: 1.162592
Train Iter: 6500	Loss_d_metric: 1.137415
Train Iter: 6520	Loss_d_metric: 1.193639
Train Iter: 6540	Loss_d_metric: 1.146196
Train Iter: 6560	Loss_d_metric: 1.136370
Train Iter: 6580	Loss_d_metric: 1.166529
Train Iter: 6600	Loss_d_metric: 1.154571
