Namespace(K=5, N=5, active_random=0, batch_size=40, batch_size_test=10, cuda=True, dataset='miniImagenet', dataset_root='pretrain', dec_lr=10000, decay_interval=10000, exp_name='minimagenet_N5_S5', iterations=90000, log_interval=20, lr=0.001, metric_network='gnn_iclr_nl', mode='train', momentum=0.5, save_interval=10000, seed=1, test_N_shots=5, test_N_way=5, test_interval=2000, test_samples=10000, train_N_shots=5, train_N_way=5, unlabeled_extra=0)
Batch size: 40
Initiallize new Network Weights for enc_nn
Initiallize new Network Weights for metric_nn
EmbeddingImagenet(
  (conv1): Conv2D(3, 64, kernel_size=[3, 3], padding=1, data_format=NCHW)
  (bn1): BatchNorm2D(num_features=64, momentum=0.9, epsilon=1e-05)
  (conv2): Conv2D(64, 96, kernel_size=[3, 3], data_format=NCHW)
  (bn2): BatchNorm2D(num_features=96, momentum=0.9, epsilon=1e-05)
  (conv3): Conv2D(96, 128, kernel_size=[3, 3], padding=1, data_format=NCHW)
  (bn3): BatchNorm2D(num_features=128, momentum=0.9, epsilon=1e-05)
  (drop_3): Dropout2D(p=0.4, data_format=NCHW)
  (conv4): Conv2D(128, 256, kernel_size=[3, 3], padding=1, data_format=NCHW)
  (bn4): BatchNorm2D(num_features=256, momentum=0.9, epsilon=1e-05)
  (drop_4): Dropout2D(p=0.5, data_format=NCHW)
  (fc1): Linear(in_features=6400, out_features=128, dtype=float32)
  (bn_fc): BatchNorm1D(num_features=128, momentum=0.9, epsilon=1e-05, data_format=NCL)
)
MetricNN(
  (gnn_obj): GNN_nl(
    (layers): LayerDict(
      (layer_w0): Wcompute(
        (conv2d_1): Conv2D(133, 192, kernel_size=[1, 1], data_format=NCHW)
        (bn_1): BatchNorm2D(num_features=192, momentum=0.9, epsilon=1e-05)
        (conv2d_2): Conv2D(192, 192, kernel_size=[1, 1], data_format=NCHW)
        (bn_2): BatchNorm2D(num_features=192, momentum=0.9, epsilon=1e-05)
        (conv2d_3): Conv2D(192, 96, kernel_size=[1, 1], data_format=NCHW)
        (bn_3): BatchNorm2D(num_features=96, momentum=0.9, epsilon=1e-05)
        (conv2d_4): Conv2D(96, 96, kernel_size=[1, 1], data_format=NCHW)
        (bn_4): BatchNorm2D(num_features=96, momentum=0.9, epsilon=1e-05)
        (conv2d_last): Conv2D(96, 1, kernel_size=[1, 1], data_format=NCHW)
      )
      (layer_l0): Gconv(
        (fc): Linear(in_features=266, out_features=48, dtype=float32)
        (bn): BatchNorm1D(num_features=48, momentum=0.9, epsilon=1e-05, data_format=NCL)
      )
      (layer_w1): Wcompute(
        (conv2d_1): Conv2D(181, 192, kernel_size=[1, 1], data_format=NCHW)
        (bn_1): BatchNorm2D(num_features=192, momentum=0.9, epsilon=1e-05)
        (conv2d_2): Conv2D(192, 192, kernel_size=[1, 1], data_format=NCHW)
        (bn_2): BatchNorm2D(num_features=192, momentum=0.9, epsilon=1e-05)
        (conv2d_3): Conv2D(192, 96, kernel_size=[1, 1], data_format=NCHW)
        (bn_3): BatchNorm2D(num_features=96, momentum=0.9, epsilon=1e-05)
        (conv2d_4): Conv2D(96, 96, kernel_size=[1, 1], data_format=NCHW)
        (bn_4): BatchNorm2D(num_features=96, momentum=0.9, epsilon=1e-05)
        (conv2d_last): Conv2D(96, 1, kernel_size=[1, 1], data_format=NCHW)
      )
      (layer_l1): Gconv(
        (fc): Linear(in_features=362, out_features=48, dtype=float32)
        (bn): BatchNorm1D(num_features=48, momentum=0.9, epsilon=1e-05, data_format=NCL)
      )
    )
    (w_comp_last): Wcompute(
      (conv2d_1): Conv2D(229, 192, kernel_size=[1, 1], data_format=NCHW)
      (bn_1): BatchNorm2D(num_features=192, momentum=0.9, epsilon=1e-05)
      (conv2d_2): Conv2D(192, 192, kernel_size=[1, 1], data_format=NCHW)
      (bn_2): BatchNorm2D(num_features=192, momentum=0.9, epsilon=1e-05)
      (conv2d_3): Conv2D(192, 96, kernel_size=[1, 1], data_format=NCHW)
      (bn_3): BatchNorm2D(num_features=96, momentum=0.9, epsilon=1e-05)
      (conv2d_4): Conv2D(96, 96, kernel_size=[1, 1], data_format=NCHW)
      (bn_4): BatchNorm2D(num_features=96, momentum=0.9, epsilon=1e-05)
      (conv2d_last): Conv2D(96, 1, kernel_size=[1, 1], data_format=NCHW)
    )
    (layer_last): Gconv(
      (fc): Linear(in_features=458, out_features=5, dtype=float32)
    )
  )
)
Train Iter: 0	Loss_d_metric: 2.222953
Train Iter: 1780	Loss_d_metric: 1.481091
Train Iter: 1800	Loss_d_metric: 1.497379
Train Iter: 1820	Loss_d_metric: 1.468089
Train Iter: 1840	Loss_d_metric: 1.501278
Train Iter: 1860	Loss_d_metric: 1.458688
Train Iter: 1880	Loss_d_metric: 1.464765
Train Iter: 1900	Loss_d_metric: 1.483270
Train Iter: 1920	Loss_d_metric: 1.464262
Train Iter: 1940	Loss_d_metric: 1.465679
Train Iter: 1960	Loss_d_metric: 1.440758
Train Iter: 1980	Loss_d_metric: 1.474245

**** TESTING WITH val ***
401 correct from 1000 	Accuracy: 40.100%)
791 correct from 2000 	Accuracy: 39.550%)
1155 correct from 3000 	Accuracy: 38.500%)
1525 correct from 4000 	Accuracy: 38.125%)
1935 correct from 5000 	Accuracy: 38.700%)
2309 correct from 6000 	Accuracy: 38.483%)
2678 correct from 7000 	Accuracy: 38.257%)
3058 correct from 8000 	Accuracy: 38.225%)
3448 correct from 9000 	Accuracy: 38.311%)
3823 correct from 10000 	Accuracy: 38.230%)
4225 correct from 11000 	Accuracy: 38.409%)
4600 correct from 12000 	Accuracy: 38.333%)
4942 correct from 13000 	Accuracy: 38.015%)
5296 correct from 14000 	Accuracy: 37.829%)
5688 correct from 15000 	Accuracy: 37.920%)
5688 correct from 15000 	Accuracy: 37.920%)
*** TEST FINISHED ***

Best test accuracy 37.9200 

Train Iter: 2000	Loss_d_metric: 1.469318
Train Iter: 2020	Loss_d_metric: 1.482285
Train Iter: 2040	Loss_d_metric: 1.445344
Train Iter: 2060	Loss_d_metric: 1.447292
Train Iter: 2080	Loss_d_metric: 1.451215
Train Iter: 2100	Loss_d_metric: 1.448720
Train Iter: 2120	Loss_d_metric: 1.415924
Train Iter: 2140	Loss_d_metric: 1.465092
Train Iter: 2160	Loss_d_metric: 1.444919
Train Iter: 2180	Loss_d_metric: 1.417385
Train Iter: 2200	Loss_d_metric: 1.455559
Train Iter: 2220	Loss_d_metric: 1.455454
Train Iter: 2240	Loss_d_metric: 1.407872
Train Iter: 2260	Loss_d_metric: 1.456031
Train Iter: 2280	Loss_d_metric: 1.378081
Train Iter: 2300	Loss_d_metric: 1.396461
Train Iter: 2320	Loss_d_metric: 1.464713
Train Iter: 2340	Loss_d_metric: 1.410520
Train Iter: 2360	Loss_d_metric: 1.377637
Train Iter: 2380	Loss_d_metric: 1.395375
Train Iter: 2400	Loss_d_metric: 1.413138
Train Iter: 2420	Loss_d_metric: 1.393986
Train Iter: 2440	Loss_d_metric: 1.445063
Train Iter: 2460	Loss_d_metric: 1.393965
Train Iter: 2480	Loss_d_metric: 1.412578
Train Iter: 2500	Loss_d_metric: 1.385417
Train Iter: 2520	Loss_d_metric: 1.366361
Train Iter: 2540	Loss_d_metric: 1.385531
Train Iter: 2560	Loss_d_metric: 1.355478
Train Iter: 2580	Loss_d_metric: 1.395053
Train Iter: 2600	Loss_d_metric: 1.389832
Train Iter: 2620	Loss_d_metric: 1.401366
Train Iter: 2640	Loss_d_metric: 1.378164
Train Iter: 2660	Loss_d_metric: 1.400739
Train Iter: 2680	Loss_d_metric: 1.351142
Train Iter: 2700	Loss_d_metric: 1.342210
Train Iter: 2720	Loss_d_metric: 1.384013
Train Iter: 2740	Loss_d_metric: 1.380494
Train Iter: 2760	Loss_d_metric: 1.396425
Train Iter: 2780	Loss_d_metric: 1.348685
Train Iter: 2800	Loss_d_metric: 1.383386
Train Iter: 2820	Loss_d_metric: 1.322094
Train Iter: 2840	Loss_d_metric: 1.302770
Train Iter: 2860	Loss_d_metric: 1.315554
Train Iter: 2880	Loss_d_metric: 1.323463
Train Iter: 2900	Loss_d_metric: 1.330884
Train Iter: 2920	Loss_d_metric: 1.398070
Train Iter: 2940	Loss_d_metric: 1.354618
Train Iter: 2960	Loss_d_metric: 1.351861
Train Iter: 2980	Loss_d_metric: 1.333365
Train Iter: 3000	Loss_d_metric: 1.308886
Train Iter: 3020	Loss_d_metric: 1.351109
Train Iter: 3040	Loss_d_metric: 1.340491
Train Iter: 3060	Loss_d_metric: 1.303223
Train Iter: 3080	Loss_d_metric: 1.313499
Train Iter: 3100	Loss_d_metric: 1.317912
Train Iter: 3120	Loss_d_metric: 1.261327
Train Iter: 3140	Loss_d_metric: 1.323026
Train Iter: 3160	Loss_d_metric: 1.290094
Train Iter: 3180	Loss_d_metric: 1.333014
Train Iter: 3200	Loss_d_metric: 1.260437
Train Iter: 3220	Loss_d_metric: 1.306562
Train Iter: 3240	Loss_d_metric: 1.333620
Train Iter: 3260	Loss_d_metric: 1.276606
Train Iter: 3280	Loss_d_metric: 1.311215
Train Iter: 3300	Loss_d_metric: 1.269225
Train Iter: 3320	Loss_d_metric: 1.283085
Train Iter: 3340	Loss_d_metric: 1.238283
Train Iter: 3360	Loss_d_metric: 1.239498
Train Iter: 3380	Loss_d_metric: 1.314907
Train Iter: 3400	Loss_d_metric: 1.328081
Train Iter: 3420	Loss_d_metric: 1.301660
Train Iter: 3440	Loss_d_metric: 1.264734
Train Iter: 3460	Loss_d_metric: 1.243446
Train Iter: 3480	Loss_d_metric: 1.236212
Train Iter: 3500	Loss_d_metric: 1.265973
Train Iter: 3520	Loss_d_metric: 1.250164
Train Iter: 3540	Loss_d_metric: 1.300871
Train Iter: 3560	Loss_d_metric: 1.287056
Train Iter: 3580	Loss_d_metric: 1.271463
Train Iter: 3600	Loss_d_metric: 1.278955
Train Iter: 3620	Loss_d_metric: 1.263648
Train Iter: 3640	Loss_d_metric: 1.217963
Train Iter: 3660	Loss_d_metric: 1.246665
Train Iter: 3680	Loss_d_metric: 1.273009
Train Iter: 3700	Loss_d_metric: 1.230024
Train Iter: 3720	Loss_d_metric: 1.246801
Train Iter: 3740	Loss_d_metric: 1.230832
Train Iter: 3760	Loss_d_metric: 1.186071
Train Iter: 3780	Loss_d_metric: 1.215649
Train Iter: 3800	Loss_d_metric: 1.264149
Train Iter: 3820	Loss_d_metric: 1.221883
Train Iter: 3840	Loss_d_metric: 1.256332
Train Iter: 3860	Loss_d_metric: 1.161183
Train Iter: 3880	Loss_d_metric: 1.213764
Train Iter: 3900	Loss_d_metric: 1.140816
Train Iter: 3920	Loss_d_metric: 1.262383
Train Iter: 3940	Loss_d_metric: 1.236401
Train Iter: 3960	Loss_d_metric: 1.244777
Train Iter: 3980	Loss_d_metric: 1.199649

**** TESTING WITH val ***
499 correct from 1000 	Accuracy: 49.900%)
973 correct from 2000 	Accuracy: 48.650%)
1474 correct from 3000 	Accuracy: 49.133%)
1955 correct from 4000 	Accuracy: 48.875%)
2446 correct from 5000 	Accuracy: 48.920%)
2942 correct from 6000 	Accuracy: 49.033%)
3433 correct from 7000 	Accuracy: 49.043%)
3941 correct from 8000 	Accuracy: 49.263%)
4450 correct from 9000 	Accuracy: 49.444%)
4935 correct from 10000 	Accuracy: 49.350%)
5406 correct from 11000 	Accuracy: 49.145%)
5899 correct from 12000 	Accuracy: 49.158%)
6369 correct from 13000 	Accuracy: 48.992%)
6873 correct from 14000 	Accuracy: 49.093%)
7352 correct from 15000 	Accuracy: 49.013%)
7352 correct from 15000 	Accuracy: 49.013%)
*** TEST FINISHED ***

Best test accuracy 49.0133 

Train Iter: 4000	Loss_d_metric: 1.219554
Train Iter: 4020	Loss_d_metric: 1.184182
Train Iter: 4040	Loss_d_metric: 1.211611
Train Iter: 4060	Loss_d_metric: 1.184084
Train Iter: 4080	Loss_d_metric: 1.168016
Train Iter: 4100	Loss_d_metric: 1.253216
Train Iter: 4120	Loss_d_metric: 1.228618
Train Iter: 4140	Loss_d_metric: 1.173318
Train Iter: 4160	Loss_d_metric: 1.169707
Train Iter: 4180	Loss_d_metric: 1.213809
Train Iter: 4200	Loss_d_metric: 1.212829
Train Iter: 4220	Loss_d_metric: 1.226476
Train Iter: 4240	Loss_d_metric: 1.197567
Train Iter: 4260	Loss_d_metric: 1.197709
Train Iter: 4280	Loss_d_metric: 1.215308
Train Iter: 4300	Loss_d_metric: 1.221055
Train Iter: 4320	Loss_d_metric: 1.191822
Train Iter: 4340	Loss_d_metric: 1.135372
Train Iter: 4360	Loss_d_metric: 1.138465
Train Iter: 4380	Loss_d_metric: 1.244150
Train Iter: 4400	Loss_d_metric: 1.197127
Train Iter: 4420	Loss_d_metric: 1.151835
Train Iter: 4440	Loss_d_metric: 1.189531
Train Iter: 4460	Loss_d_metric: 1.183746
Train Iter: 4480	Loss_d_metric: 1.134753
Train Iter: 4500	Loss_d_metric: 1.151446
Train Iter: 4520	Loss_d_metric: 1.150309
Train Iter: 4540	Loss_d_metric: 1.185771
Train Iter: 4560	Loss_d_metric: 1.187564
Train Iter: 4580	Loss_d_metric: 1.176419
Train Iter: 4600	Loss_d_metric: 1.167589
Train Iter: 4620	Loss_d_metric: 1.215022
Train Iter: 4640	Loss_d_metric: 1.112204
Train Iter: 4660	Loss_d_metric: 1.211797
Train Iter: 4680	Loss_d_metric: 1.162130
Train Iter: 4700	Loss_d_metric: 1.103156
Train Iter: 4720	Loss_d_metric: 1.123726
Train Iter: 4740	Loss_d_metric: 1.243030
Train Iter: 4760	Loss_d_metric: 1.127456
Train Iter: 4780	Loss_d_metric: 1.204264
Train Iter: 4800	Loss_d_metric: 1.166041
Train Iter: 4820	Loss_d_metric: 1.116108
Train Iter: 4840	Loss_d_metric: 1.210637
Train Iter: 4860	Loss_d_metric: 1.171938
Train Iter: 4880	Loss_d_metric: 1.135136
Train Iter: 4900	Loss_d_metric: 1.144854
Train Iter: 4920	Loss_d_metric: 1.151285
Train Iter: 4940	Loss_d_metric: 1.155658
Train Iter: 4960	Loss_d_metric: 1.121331
Train Iter: 4980	Loss_d_metric: 1.182266
Train Iter: 5000	Loss_d_metric: 1.106878
Train Iter: 5020	Loss_d_metric: 1.121575
Train Iter: 5040	Loss_d_metric: 1.169657
Train Iter: 5060	Loss_d_metric: 1.100298
Train Iter: 5080	Loss_d_metric: 1.082114
Train Iter: 5100	Loss_d_metric: 1.163372
Train Iter: 5120	Loss_d_metric: 1.060026
Train Iter: 5140	Loss_d_metric: 1.073561
Train Iter: 5160	Loss_d_metric: 1.117014
Train Iter: 5180	Loss_d_metric: 1.124270
Train Iter: 5200	Loss_d_metric: 1.094927
Train Iter: 5220	Loss_d_metric: 1.117993
Train Iter: 5240	Loss_d_metric: 1.145732
Train Iter: 5260	Loss_d_metric: 1.154841
Train Iter: 5280	Loss_d_metric: 1.116171
Train Iter: 5300	Loss_d_metric: 1.097222
Train Iter: 5320	Loss_d_metric: 1.062255
Train Iter: 5340	Loss_d_metric: 1.083036
Train Iter: 5360	Loss_d_metric: 1.114555
Train Iter: 5380	Loss_d_metric: 1.069811
Train Iter: 5400	Loss_d_metric: 1.095801
Train Iter: 5420	Loss_d_metric: 1.059342
Train Iter: 5440	Loss_d_metric: 1.121530
Train Iter: 5460	Loss_d_metric: 1.085674
Train Iter: 5480	Loss_d_metric: 1.108285
Train Iter: 5500	Loss_d_metric: 1.108240
Train Iter: 5520	Loss_d_metric: 1.139788
Train Iter: 5540	Loss_d_metric: 1.118972
Train Iter: 5560	Loss_d_metric: 1.137887
Train Iter: 5580	Loss_d_metric: 1.136143
Train Iter: 5600	Loss_d_metric: 1.055162
Train Iter: 5620	Loss_d_metric: 1.094564
Train Iter: 5640	Loss_d_metric: 1.119175
Train Iter: 5660	Loss_d_metric: 1.063306
Train Iter: 5680	Loss_d_metric: 1.106952
Train Iter: 5700	Loss_d_metric: 1.110040
Train Iter: 5720	Loss_d_metric: 1.093340
Train Iter: 5740	Loss_d_metric: 1.046041
Train Iter: 5760	Loss_d_metric: 1.058447
Train Iter: 5780	Loss_d_metric: 1.108634
Train Iter: 5800	Loss_d_metric: 1.079872
Train Iter: 5820	Loss_d_metric: 1.113344
Train Iter: 5840	Loss_d_metric: 1.071799
Train Iter: 5860	Loss_d_metric: 1.067974
Train Iter: 5880	Loss_d_metric: 1.071259
Train Iter: 5900	Loss_d_metric: 1.090477
Train Iter: 5920	Loss_d_metric: 1.128942
Train Iter: 5940	Loss_d_metric: 1.066359
Train Iter: 5960	Loss_d_metric: 1.098649
Train Iter: 5980	Loss_d_metric: 1.108245

**** TESTING WITH val ***
536 correct from 1000 	Accuracy: 53.600%)
1051 correct from 2000 	Accuracy: 52.550%)
1566 correct from 3000 	Accuracy: 52.200%)
2075 correct from 4000 	Accuracy: 51.875%)
2619 correct from 5000 	Accuracy: 52.380%)
3116 correct from 6000 	Accuracy: 51.933%)
3653 correct from 7000 	Accuracy: 52.186%)
4174 correct from 8000 	Accuracy: 52.175%)
4701 correct from 9000 	Accuracy: 52.233%)
5212 correct from 10000 	Accuracy: 52.120%)
5761 correct from 11000 	Accuracy: 52.373%)
6316 correct from 12000 	Accuracy: 52.633%)
6875 correct from 13000 	Accuracy: 52.885%)
7392 correct from 14000 	Accuracy: 52.800%)
7937 correct from 15000 	Accuracy: 52.913%)
7937 correct from 15000 	Accuracy: 52.913%)
*** TEST FINISHED ***

Best test accuracy 52.9133 

Train Iter: 6000	Loss_d_metric: 1.037889
Train Iter: 6020	Loss_d_metric: 1.076156
Train Iter: 6040	Loss_d_metric: 1.058605
Train Iter: 6060	Loss_d_metric: 1.057063
Train Iter: 6080	Loss_d_metric: 1.099703
Train Iter: 6100	Loss_d_metric: 1.112870
Train Iter: 6120	Loss_d_metric: 1.035312
Train Iter: 6140	Loss_d_metric: 1.079079
Train Iter: 6160	Loss_d_metric: 1.092009
Train Iter: 6180	Loss_d_metric: 1.006977
Train Iter: 6200	Loss_d_metric: 1.091845
Train Iter: 6220	Loss_d_metric: 1.069179
Train Iter: 6240	Loss_d_metric: 1.092143
Train Iter: 6260	Loss_d_metric: 1.059254
Train Iter: 6280	Loss_d_metric: 1.048251
Train Iter: 6300	Loss_d_metric: 1.037963
Train Iter: 6320	Loss_d_metric: 1.094409
Train Iter: 6340	Loss_d_metric: 1.078316
Train Iter: 6360	Loss_d_metric: 1.095396
Train Iter: 6380	Loss_d_metric: 1.048020
Train Iter: 6400	Loss_d_metric: 1.062721
Train Iter: 6420	Loss_d_metric: 1.109044
Train Iter: 6440	Loss_d_metric: 1.015206
Train Iter: 6460	Loss_d_metric: 1.049886
Train Iter: 6480	Loss_d_metric: 1.031775
Train Iter: 6500	Loss_d_metric: 1.079209
Train Iter: 6520	Loss_d_metric: 1.084914
Train Iter: 6540	Loss_d_metric: 0.995433
Train Iter: 6560	Loss_d_metric: 1.066221
Train Iter: 6580	Loss_d_metric: 0.989791
Train Iter: 6600	Loss_d_metric: 1.053750
